order_id,product_id,category,supplier,warehouse,quantity,unit_price,discount,order_date,promised_delivery_days,actual_delivery_days,status,contact_email,is_quantity_outlier,revenue,delivery_variance,is_late,on_time_flag,order_year,order_month,order_quarter,order_month_name,order_yearmonth
ORD-00403,P003,Apparel,PrimeSources,Los Angeles CA,94,35.0,0.05,2023-06-28,14,20,Delayed,buyer403@client.com,0,3125.5,6,1,0,2023,6,2,Jun,2023-06
ORD-00404,P010,Industrial,NextGen Parts,Chicago IL,46,500.0,0.0,2024-01-23,7,16,Delayed,buyer404@client.com,0,23000.0,9,1,0,2024,1,1,Jan,2024-01
ORD-00405,P003,Apparel,NextGen Parts,New York NY,94,35.0,0.0,2024-08-04,3,3,In Transit,buyer405@client.com,0,3290.0,0,0,1,2024,8,3,Aug,2024-08
ORD-00406,P010,Industrial,NextGen Parts,Dallas TX,29,500.0,0.15,2024-05-23,5,8,Delayed,buyer406@client.com,0,12325.0,3,1,0,2024,5,2,May,2024-05
ORD-00407,P006,Home & Garden,Apex Supplies,Los Angeles CA,41,150.0,0.0,2024-04-02,3,5,Delivered,buyer407@client.com,0,6150.0,2,1,0,2024,4,2,Apr,2024-04
ORD-00408,P002,Electronics,Apex Supplies,Dallas TX,45,250.0,0.0,2023-02-19,9,14,Delayed,buyer408@client.com,0,11250.0,5,1,0,2023,2,1,Feb,2023-02
ORD-00409,P003,Apparel,PrimeSources,Los Angeles CA,53,35.0,0.05,2024-07-13,9,8,Cancelled,buyer409@client.com,0,1762.25,-1,0,1,2024,7,3,Jul,2024-07
ORD-00410,P010,Industrial,GlobalTrade Co.,Chicago IL,84,500.0,0.15,2024-04-07,4,14,Cancelled,,0,35700.0,10,1,0,2024,4,2,Apr,2024-04
ORD-00411,P001,Electronics,Apex Supplies,Dallas TX,41,120.0,0.0,2023-12-17,5,9,Delivered,buyer411@client.com,0,4920.0,4,1,0,2023,12,4,Dec,2023-12
ORD-00412,P009,Industrial,NextGen Parts,Atlanta GA,12,300.0,0.0,2024-05-09,14,12,Pending,buyer412@client.com,0,3600.0,-2,0,1,2024,5,2,May,2024-05
ORD-00413,P003,Apparel,GlobalTrade Co.,Dallas TX,78,35.0,0.05,2023-04-14,8,9,Delivered,buyer413@client.com,0,2593.5,1,1,0,2023,4,2,Apr,2023-04
ORD-00414,P009,Industrial,NextGen Parts,Los Angeles CA,93,300.0,0.15,2024-11-07,7,9,Delivered,buyer414@client.com,0,23715.0,2,1,0,2024,11,4,Nov,2024-11
ORD-00415,P007,Food & Bev,PrimeSources,Chicago IL,74,12.0,0.1,2023-02-25,8,6,Pending,buyer415@client.com,0,799.2,-2,0,1,2023,2,1,Feb,2023-02
ORD-00416,P010,Industrial,Apex Supplies,Dallas TX,62,500.0,0.0,2023-07-31,5,13,Delivered,buyer416@client.com,0,31000.0,8,1,0,2023,7,3,Jul,2023-07
ORD-00417,P008,Food & Bev,PrimeSources,New York NY,15,20.0,0.0,2024-05-15,13,15,Delivered,buyer417@client.com,0,300.0,2,1,0,2024,5,2,May,2024-05
ORD-00418,P007,Food & Bev,PrimeSources,Los Angeles CA,24,12.0,0.0,2023-07-11,10,8,Delivered,buyer418@client.com,0,288.0,-2,0,1,2023,7,3,Jul,2023-07
ORD-00419,P005,Home & Garden,NextGen Parts,Dallas TX,29,80.0,0.0,2023-06-04,14,22,Delivered,buyer419@client.com,0,2320.0,8,1,0,2023,6,2,Jun,2023-06
ORD-00420,P006,Home & Garden,NextGen Parts,Chicago IL,70,150.0,0.05,2024-07-20,3,7,Cancelled,buyer420@client.com,0,9975.0,4,1,0,2024,7,3,Jul,2024-07
ORD-00421,P009,Industrial,NextGen Parts,Chicago IL,88,300.0,0.05,2024-05-02,7,6,Pending,buyer421@client.com,0,25080.0,-1,0,1,2024,5,2,May,2024-05
ORD-00422,P001,Electronics,NextGen Parts,Atlanta GA,65,120.0,0.1,2024-11-24,12,12,Delivered,buyer422@client.com,0,7020.0,0,0,1,2024,11,4,Nov,2024-11
ORD-00423,P008,Food & Bev,GlobalTrade Co.,Chicago IL,23,20.0,0.0,2023-05-10,3,7,Delivered,buyer423@client.com,0,460.0,4,1,0,2023,5,2,May,2023-05
ORD-00424,P007,Food & Bev,GlobalTrade Co.,Atlanta GA,26,12.0,0.15,2023-09-22,8,17,Cancelled,buyer424@client.com,0,265.2,9,1,0,2023,9,3,Sep,2023-09
ORD-00425,P007,Food & Bev,NextGen Parts,Los Angeles CA,72,12.0,0.05,2023-10-10,11,16,Cancelled,,0,820.8,5,1,0,2023,10,4,Oct,2023-10
ORD-00426,P010,Industrial,PrimeSources,Dallas TX,76,500.0,0.1,2024-02-29,5,5,In Transit,buyer426@client.com,0,34200.0,0,0,1,2024,2,1,Feb,2024-02
ORD-00427,P002,Electronics,Apex Supplies,Los Angeles CA,14,250.0,0.1,2024-07-02,8,12,Delivered,buyer427@client.com,0,3150.0,4,1,0,2024,7,3,Jul,2024-07
ORD-00428,P008,Food & Bev,PrimeSources,Dallas TX,74,20.0,0.1,2023-06-26,7,11,Delivered,buyer428@client.com,0,1332.0,4,1,0,2023,6,2,Jun,2023-06
ORD-00429,P007,Food & Bev,SwiftVendors,Chicago IL,5,12.0,0.05,2023-02-20,14,19,Delivered,buyer429@client.com,0,57.0,5,1,0,2023,2,1,Feb,2023-02
ORD-00430,P001,Electronics,SwiftVendors,Los Angeles CA,44,120.0,0.0,2024-05-18,14,22,Delivered,buyer430@client.com,0,5280.0,8,1,0,2024,5,2,May,2024-05
ORD-00431,P004,Apparel,PrimeSources,Los Angeles CA,18,55.0,0.0,2023-10-03,14,18,In Transit,buyer431@client.com,0,990.0,4,1,0,2023,10,4,Oct,2023-10
ORD-00432,P004,Apparel,PrimeSources,New York NY,57,55.0,0.0,2024-06-12,8,6,In Transit,buyer432@client.com,0,3135.0,-2,0,1,2024,6,2,Jun,2024-06
ORD-00433,P002,Electronics,NextGen Parts,New York NY,40,250.0,0.15,2023-05-19,11,18,Delivered,buyer433@client.com,0,8500.0,7,1,0,2023,5,2,May,2023-05
ORD-00434,P004,Apparel,Apex Supplies,New York NY,8,55.0,0.0,2023-02-21,8,17,Delivered,buyer434@client.com,0,440.0,9,1,0,2023,2,1,Feb,2023-02
ORD-00435,P008,Food & Bev,Apex Supplies,Dallas TX,65,20.0,0.05,2023-09-05,8,13,In Transit,buyer435@client.com,0,1235.0,5,1,0,2023,9,3,Sep,2023-09
ORD-00436,P008,Food & Bev,SwiftVendors,Los Angeles CA,76,20.0,0.1,2023-06-17,7,16,Cancelled,buyer436@client.com,0,1368.0,9,1,0,2023,6,2,Jun,2023-06
ORD-00437,P005,Home & Garden,Apex Supplies,Chicago IL,4,80.0,0.05,2024-08-08,6,7,Delayed,buyer437@client.com,0,304.0,1,1,0,2024,8,3,Aug,2024-08
ORD-00438,P004,Apparel,PrimeSources,Atlanta GA,35,55.0,0.15,2023-01-21,13,11,Pending,buyer438@client.com,0,1636.25,-2,0,1,2023,1,1,Jan,2023-01
ORD-00439,P003,Apparel,GlobalTrade Co.,Los Angeles CA,77,35.0,0.0,2024-09-14,7,16,Delayed,buyer439@client.com,0,2695.0,9,1,0,2024,9,3,Sep,2024-09
ORD-00440,P007,Food & Bev,PrimeSources,Los Angeles CA,49,12.0,0.0,2023-08-12,10,12,Delayed,buyer440@client.com,0,588.0,2,1,0,2023,8,3,Aug,2023-08
ORD-00441,P010,Industrial,Apex Supplies,Dallas TX,51,500.0,0.1,2024-06-07,13,16,In Transit,buyer441@client.com,0,22950.0,3,1,0,2024,6,2,Jun,2024-06
ORD-00442,P010,Industrial,Apex Supplies,New York NY,37,500.0,0.0,2023-03-07,8,10,Delayed,buyer442@client.com,0,18500.0,2,1,0,2023,3,1,Mar,2023-03
ORD-00443,P005,Home & Garden,SwiftVendors,Chicago IL,34,80.0,0.15,2023-06-03,11,21,Delivered,buyer443@client.com,0,2312.0,10,1,0,2023,6,2,Jun,2023-06
ORD-00444,P010,Industrial,SwiftVendors,Chicago IL,52,500.0,0.15,2023-01-27,13,18,Delivered,buyer444@client.com,0,22100.0,5,1,0,2023,1,1,Jan,2023-01
ORD-00445,P007,Food & Bev,Apex Supplies,Atlanta GA,52,12.0,0.05,2024-12-26,12,13,Delivered,buyer445@client.com,0,592.8,1,1,0,2024,12,4,Dec,2024-12
ORD-00446,P004,Apparel,PrimeSources,Los Angeles CA,88,55.0,0.1,2024-06-03,7,7,Cancelled,buyer446@client.com,0,4356.0,0,0,1,2024,6,2,Jun,2024-06
ORD-00447,P009,Industrial,Apex Supplies,New York NY,24,300.0,0.0,2023-05-12,14,16,Delayed,buyer447@client.com,0,7200.0,2,1,0,2023,5,2,May,2023-05
ORD-00448,P003,Apparel,Apex Supplies,Chicago IL,88,35.0,0.0,2023-12-30,6,15,Cancelled,buyer448@client.com,0,3080.0,9,1,0,2023,12,4,Dec,2023-12
ORD-00449,P006,Home & Garden,NextGen Parts,Los Angeles CA,48,150.0,0.0,2024-04-19,4,9,Delivered,buyer449@client.com,0,7200.0,5,1,0,2024,4,2,Apr,2024-04
ORD-00450,P010,Industrial,Apex Supplies,New York NY,75,500.0,0.1,2023-07-19,11,10,Cancelled,buyer450@client.com,0,33750.0,-1,0,1,2023,7,3,Jul,2023-07
ORD-00451,P009,Industrial,Apex Supplies,Chicago IL,39,300.0,0.05,2023-05-21,6,9,Pending,buyer451@client.com,0,11115.0,3,1,0,2023,5,2,May,2023-05
ORD-00452,P008,Food & Bev,GlobalTrade Co.,Dallas TX,19,20.0,0.0,2024-05-14,8,16,Delivered,buyer452@client.com,0,380.0,8,1,0,2024,5,2,May,2024-05
ORD-00453,P001,Electronics,SwiftVendors,Chicago IL,1,120.0,0.05,2023-06-22,12,22,Delivered,buyer453@client.com,0,114.0,10,1,0,2023,6,2,Jun,2023-06
ORD-00454,P002,Electronics,PrimeSources,New York NY,17,250.0,0.1,2024-02-18,9,14,Pending,,0,3825.0,5,1,0,2024,2,1,Feb,2024-02
ORD-00455,P009,Industrial,SwiftVendors,Dallas TX,26,300.0,0.15,2023-11-26,11,12,Delivered,buyer455@client.com,0,6630.0,1,1,0,2023,11,4,Nov,2023-11
ORD-00456,P004,Apparel,SwiftVendors,Los Angeles CA,29,55.0,0.15,2023-05-13,4,8,In Transit,buyer456@client.com,0,1355.75,4,1,0,2023,5,2,May,2023-05
ORD-00457,P003,Apparel,SwiftVendors,Los Angeles CA,9,35.0,0.0,2024-04-11,14,20,In Transit,buyer457@client.com,0,315.0,6,1,0,2024,4,2,Apr,2024-04
ORD-00458,P007,Food & Bev,SwiftVendors,New York NY,88,12.0,0.0,2024-01-03,6,6,Cancelled,buyer458@client.com,0,1056.0,0,0,1,2024,1,1,Jan,2024-01
ORD-00459,P004,Apparel,GlobalTrade Co.,Chicago IL,29,55.0,0.15,2023-01-23,12,18,Delivered,buyer459@client.com,0,1355.75,6,1,0,2023,1,1,Jan,2023-01
ORD-00460,P001,Electronics,SwiftVendors,Atlanta GA,49,120.0,0.15,2024-09-30,3,10,Delivered,buyer460@client.com,0,4998.0,7,1,0,2024,9,3,Sep,2024-09
ORD-00461,P001,Electronics,Apex Supplies,New York NY,7,120.0,0.15,2024-03-30,9,8,In Transit,buyer461@client.com,0,714.0,-1,0,1,2024,3,1,Mar,2024-03
ORD-00462,P003,Apparel,Apex Supplies,Los Angeles CA,27,35.0,0.15,2024-03-06,13,12,Delayed,buyer462@client.com,0,803.25,-1,0,1,2024,3,1,Mar,2024-03
ORD-00463,P010,Industrial,GlobalTrade Co.,New York NY,78,500.0,0.15,2023-04-18,11,20,In Transit,buyer463@client.com,0,33150.0,9,1,0,2023,4,2,Apr,2023-04
ORD-00464,P002,Electronics,GlobalTrade Co.,Atlanta GA,14,250.0,0.05,2023-07-24,7,13,Delivered,buyer464@client.com,0,3325.0,6,1,0,2023,7,3,Jul,2023-07
ORD-00465,P007,Food & Bev,Apex Supplies,Atlanta GA,38,12.0,0.0,2024-05-23,6,15,Pending,buyer465@client.com,0,456.0,9,1,0,2024,5,2,May,2024-05
ORD-00466,P001,Electronics,Apex Supplies,Dallas TX,2,120.0,0.15,2024-08-10,13,18,Delivered,buyer466@client.com,0,204.0,5,1,0,2024,8,3,Aug,2024-08
ORD-00467,P009,Industrial,Apex Supplies,Los Angeles CA,10,300.0,0.15,2024-10-21,6,11,Delivered,buyer467@client.com,0,2550.0,5,1,0,2024,10,4,Oct,2024-10
ORD-00468,P001,Electronics,Apex Supplies,Los Angeles CA,13,120.0,0.0,2024-01-04,13,16,Pending,buyer468@client.com,0,1560.0,3,1,0,2024,1,1,Jan,2024-01
ORD-00469,P002,Electronics,Apex Supplies,Chicago IL,98,250.0,0.0,2024-11-10,13,13,Delivered,buyer469@client.com,0,24500.0,0,0,1,2024,11,4,Nov,2024-11
ORD-00470,P008,Food & Bev,Apex Supplies,Los Angeles CA,80,20.0,0.0,2023-12-17,5,4,Pending,buyer470@client.com,0,1600.0,-1,0,1,2023,12,4,Dec,2023-12
ORD-00471,P008,Food & Bev,PrimeSources,New York NY,35,20.0,0.05,2024-10-26,5,4,Delivered,buyer471@client.com,0,665.0,-1,0,1,2024,10,4,Oct,2024-10
ORD-00472,P001,Electronics,PrimeSources,Atlanta GA,21,120.0,0.0,2024-05-09,12,20,Pending,buyer472@client.com,0,2520.0,8,1,0,2024,5,2,May,2024-05
ORD-00473,P007,Food & Bev,NextGen Parts,Dallas TX,100,12.0,0.0,2024-12-01,14,14,Pending,buyer473@client.com,0,1200.0,0,0,1,2024,12,4,Dec,2024-12
ORD-00474,P002,Electronics,Apex Supplies,Dallas TX,53,250.0,0.05,2023-09-25,13,16,Delivered,buyer474@client.com,0,12587.5,3,1,0,2023,9,3,Sep,2023-09
ORD-00475,P009,Industrial,NextGen Parts,Atlanta GA,99,300.0,0.15,2023-08-18,13,16,In Transit,buyer475@client.com,0,25245.0,3,1,0,2023,8,3,Aug,2023-08
ORD-00476,P010,Industrial,GlobalTrade Co.,New York NY,13,500.0,0.05,2023-12-21,13,21,Delayed,buyer476@client.com,0,6175.0,8,1,0,2023,12,4,Dec,2023-12
ORD-00477,P009,Industrial,Apex Supplies,Chicago IL,79,300.0,0.0,2024-06-01,10,15,Cancelled,buyer477@client.com,0,23700.0,5,1,0,2024,6,2,Jun,2024-06
ORD-00478,P008,Food & Bev,SwiftVendors,Los Angeles CA,42,20.0,0.0,2023-02-21,11,12,In Transit,buyer478@client.com,0,840.0,1,1,0,2023,2,1,Feb,2023-02
ORD-00479,P007,Food & Bev,PrimeSources,New York NY,31,12.0,0.0,2024-08-09,10,9,Cancelled,buyer479@client.com,0,372.0,-1,0,1,2024,8,3,Aug,2024-08
ORD-00480,P006,Home & Garden,Apex Supplies,Dallas TX,16,150.0,0.05,2024-02-18,9,7,In Transit,buyer480@client.com,0,2280.0,-2,0,1,2024,2,1,Feb,2024-02
ORD-00481,P002,Electronics,SwiftVendors,Atlanta GA,78,250.0,0.1,2024-07-29,6,14,Delayed,buyer481@client.com,0,17550.0,8,1,0,2024,7,3,Jul,2024-07
ORD-00482,P006,Home & Garden,GlobalTrade Co.,New York NY,47,150.0,0.0,2023-12-06,11,21,In Transit,buyer482@client.com,0,7050.0,10,1,0,2023,12,4,Dec,2023-12
ORD-00483,P006,Home & Garden,Apex Supplies,Dallas TX,92,150.0,0.05,2024-11-05,6,4,Delivered,buyer483@client.com,0,13110.0,-2,0,1,2024,11,4,Nov,2024-11
ORD-00484,P005,Home & Garden,SwiftVendors,Dallas TX,71,80.0,0.1,2023-02-16,5,10,Delivered,buyer484@client.com,0,5112.0,5,1,0,2023,2,1,Feb,2023-02
ORD-00485,P007,Food & Bev,NextGen Parts,Chicago IL,14,12.0,0.0,2023-07-12,4,8,Delivered,buyer485@client.com,0,168.0,4,1,0,2023,7,3,Jul,2023-07
ORD-00486,P004,Apparel,Apex Supplies,New York NY,92,55.0,0.0,2023-02-17,13,21,In Transit,buyer486@client.com,0,5060.0,8,1,0,2023,2,1,Feb,2023-02
ORD-00487,P008,Food & Bev,NextGen Parts,Atlanta GA,59,20.0,0.15,2023-05-18,10,8,In Transit,buyer487@client.com,0,1003.0,-2,0,1,2023,5,2,May,2023-05
ORD-00488,P009,Industrial,PrimeSources,Atlanta GA,56,300.0,0.1,2023-07-01,14,21,Delivered,buyer488@client.com,0,15120.0,7,1,0,2023,7,3,Jul,2023-07
ORD-00489,P003,Apparel,NextGen Parts,Atlanta GA,14,35.0,0.05,2023-11-26,11,15,Pending,buyer489@client.com,0,465.5,4,1,0,2023,11,4,Nov,2023-11
ORD-00490,P004,Apparel,SwiftVendors,Los Angeles CA,36,55.0,0.05,2024-04-08,5,5,Pending,buyer490@client.com,0,1881.0,0,0,1,2024,4,2,Apr,2024-04
ORD-00491,P009,Industrial,NextGen Parts,Los Angeles CA,39,300.0,0.15,2024-12-29,14,20,Delayed,buyer491@client.com,0,9945.0,6,1,0,2024,12,4,Dec,2024-12
ORD-00492,P004,Apparel,SwiftVendors,Los Angeles CA,80,55.0,0.15,2024-11-19,5,14,Delayed,buyer492@client.com,0,3740.0,9,1,0,2024,11,4,Nov,2024-11
ORD-00493,P003,Apparel,SwiftVendors,Dallas TX,65,35.0,0.1,2023-12-27,11,16,In Transit,buyer493@client.com,0,2047.5,5,1,0,2023,12,4,Dec,2023-12
ORD-00494,P007,Food & Bev,NextGen Parts,Los Angeles CA,87,12.0,0.15,2024-03-08,3,9,Delivered,,0,887.4,6,1,0,2024,3,1,Mar,2024-03
ORD-00495,P003,Apparel,Apex Supplies,Chicago IL,7,35.0,0.15,2023-10-01,5,7,Delayed,buyer495@client.com,0,208.25,2,1,0,2023,10,4,Oct,2023-10
ORD-00496,P001,Electronics,GlobalTrade Co.,Atlanta GA,89,120.0,0.0,2023-02-03,8,13,Delivered,buyer496@client.com,0,10680.0,5,1,0,2023,2,1,Feb,2023-02
ORD-00497,P009,Industrial,NextGen Parts,New York NY,29,300.0,0.15,2023-09-01,11,21,Cancelled,buyer497@client.com,0,7395.0,10,1,0,2023,9,3,Sep,2023-09
ORD-00498,P005,Home & Garden,Apex Supplies,New York NY,89,80.0,0.15,2024-02-01,9,19,Delayed,buyer498@client.com,0,6052.0,10,1,0,2024,2,1,Feb,2024-02
ORD-00499,P009,Industrial,SwiftVendors,Chicago IL,7,300.0,0.0,2024-09-27,10,11,Delayed,buyer499@client.com,0,2100.0,1,1,0,2024,9,3,Sep,2024-09
ORD-00500,P006,Home & Garden,NextGen Parts,Atlanta GA,97,150.0,0.1,2023-07-21,14,15,Delivered,buyer500@client.com,0,13095.0,1,1,0,2023,7,3,Jul,2023-07
ORD-00501,P002,Electronics,NextGen Parts,Dallas TX,24,250.0,0.0,2024-01-22,3,7,Delivered,buyer501@client.com,0,6000.0,4,1,0,2024,1,1,Jan,2024-01
ORD-00502,P003,Apparel,SwiftVendors,Dallas TX,21,35.0,0.1,2023-12-05,10,19,Delivered,,0,661.5,9,1,0,2023,12,4,Dec,2023-12
ORD-00503,P006,Home & Garden,NextGen Parts,Los Angeles CA,77,150.0,0.0,2024-05-17,12,18,Delivered,buyer503@client.com,0,11550.0,6,1,0,2024,5,2,May,2024-05
ORD-00504,P006,Home & Garden,GlobalTrade Co.,Atlanta GA,68,150.0,0.0,2023-03-11,11,11,Pending,buyer504@client.com,0,10200.0,0,0,1,2023,3,1,Mar,2023-03
ORD-00505,P007,Food & Bev,GlobalTrade Co.,Chicago IL,12,12.0,0.0,2024-11-10,8,11,Delivered,buyer505@client.com,0,144.0,3,1,0,2024,11,4,Nov,2024-11
ORD-00506,P010,Industrial,NextGen Parts,Dallas TX,68,500.0,0.05,2023-04-28,13,16,Pending,buyer506@client.com,0,32300.0,3,1,0,2023,4,2,Apr,2023-04
ORD-00507,P010,Industrial,Apex Supplies,Los Angeles CA,80,500.0,0.0,2024-01-26,4,8,Delivered,buyer507@client.com,0,40000.0,4,1,0,2024,1,1,Jan,2024-01
ORD-00508,P005,Home & Garden,SwiftVendors,Atlanta GA,4,80.0,0.1,2024-06-04,10,15,Delivered,buyer508@client.com,0,288.0,5,1,0,2024,6,2,Jun,2024-06
ORD-00509,P004,Apparel,Apex Supplies,Dallas TX,42,55.0,0.1,2023-06-21,11,17,Delivered,buyer509@client.com,0,2079.0,6,1,0,2023,6,2,Jun,2023-06
ORD-00510,P004,Apparel,GlobalTrade Co.,New York NY,86,55.0,0.15,2023-04-17,6,12,Cancelled,buyer510@client.com,0,4020.5,6,1,0,2023,4,2,Apr,2023-04
ORD-00511,P007,Food & Bev,GlobalTrade Co.,Dallas TX,83,12.0,0.0,2024-04-15,14,17,Delivered,buyer511@client.com,0,996.0,3,1,0,2024,4,2,Apr,2024-04
ORD-00512,P001,Electronics,NextGen Parts,Dallas TX,23,120.0,0.0,2024-08-11,6,8,Pending,buyer512@client.com,0,2760.0,2,1,0,2024,8,3,Aug,2024-08
ORD-00513,P007,Food & Bev,Apex Supplies,New York NY,56,12.0,0.0,2024-11-20,4,10,Delivered,buyer513@client.com,0,672.0,6,1,0,2024,11,4,Nov,2024-11
ORD-00514,P010,Industrial,NextGen Parts,Dallas TX,9,500.0,0.15,2024-12-18,4,7,In Transit,buyer514@client.com,0,3825.0,3,1,0,2024,12,4,Dec,2024-12
ORD-00515,P005,Home & Garden,SwiftVendors,New York NY,78,80.0,0.0,2024-01-26,9,17,Delivered,buyer515@client.com,0,6240.0,8,1,0,2024,1,1,Jan,2024-01
ORD-00516,P009,Industrial,PrimeSources,Atlanta GA,29,300.0,0.0,2023-10-30,13,13,Delivered,buyer516@client.com,0,8700.0,0,0,1,2023,10,4,Oct,2023-10
ORD-00517,P006,Home & Garden,NextGen Parts,Chicago IL,2,150.0,0.1,2023-05-07,3,1,In Transit,buyer517@client.com,0,270.0,-2,0,1,2023,5,2,May,2023-05
ORD-00518,P009,Industrial,SwiftVendors,Chicago IL,71,300.0,0.0,2023-12-19,6,10,Delayed,buyer518@client.com,0,21300.0,4,1,0,2023,12,4,Dec,2023-12
ORD-00519,P003,Apparel,GlobalTrade Co.,Atlanta GA,21,35.0,0.0,2023-09-16,6,5,Delivered,buyer519@client.com,0,735.0,-1,0,1,2023,9,3,Sep,2023-09
ORD-00520,P010,Industrial,PrimeSources,Atlanta GA,7,500.0,0.1,2023-03-16,7,15,Delivered,buyer520@client.com,0,3150.0,8,1,0,2023,3,1,Mar,2023-03
ORD-00521,P004,Apparel,PrimeSources,Los Angeles CA,93,55.0,0.1,2024-01-01,5,13,Delayed,buyer521@client.com,0,4603.5,8,1,0,2024,1,1,Jan,2024-01
ORD-00522,P005,Home & Garden,GlobalTrade Co.,Los Angeles CA,80,80.0,0.0,2024-05-12,10,13,In Transit,buyer522@client.com,0,6400.0,3,1,0,2024,5,2,May,2024-05
ORD-00523,P010,Industrial,NextGen Parts,Los Angeles CA,20,500.0,0.1,2023-11-20,9,9,Delivered,buyer523@client.com,0,9000.0,0,0,1,2023,11,4,Nov,2023-11
ORD-00524,P004,Apparel,PrimeSources,Los Angeles CA,92,55.0,0.15,2024-01-04,5,13,Delayed,buyer524@client.com,0,4301.0,8,1,0,2024,1,1,Jan,2024-01
ORD-00525,P008,Food & Bev,SwiftVendors,Los Angeles CA,60,20.0,0.05,2024-05-13,11,10,Delivered,buyer525@client.com,0,1140.0,-1,0,1,2024,5,2,May,2024-05
ORD-00526,P002,Electronics,NextGen Parts,Chicago IL,36,250.0,0.0,2023-09-27,14,22,Delivered,buyer526@client.com,0,9000.0,8,1,0,2023,9,3,Sep,2023-09
ORD-00527,P001,Electronics,Apex Supplies,Atlanta GA,65,120.0,0.15,2024-08-15,9,19,In Transit,buyer527@client.com,0,6630.0,10,1,0,2024,8,3,Aug,2024-08
ORD-00528,P001,Electronics,NextGen Parts,Atlanta GA,71,120.0,0.0,2024-04-28,13,23,Delivered,buyer528@client.com,0,8520.0,10,1,0,2024,4,2,Apr,2024-04
ORD-00529,P004,Apparel,SwiftVendors,Chicago IL,99,55.0,0.1,2024-04-20,11,17,Delivered,buyer529@client.com,0,4900.5,6,1,0,2024,4,2,Apr,2024-04
ORD-00530,P009,Industrial,GlobalTrade Co.,Atlanta GA,2,300.0,0.15,2024-12-01,5,15,In Transit,buyer530@client.com,0,510.0,10,1,0,2024,12,4,Dec,2024-12
ORD-00531,P003,Apparel,NextGen Parts,Chicago IL,23,35.0,0.1,2024-05-10,8,6,Delivered,buyer531@client.com,0,724.5,-2,0,1,2024,5,2,May,2024-05
ORD-00532,P004,Apparel,SwiftVendors,Chicago IL,9,55.0,0.0,2023-02-13,13,14,In Transit,buyer532@client.com,0,495.0,1,1,0,2023,2,1,Feb,2023-02
ORD-00533,P006,Home & Garden,PrimeSources,Dallas TX,50,150.0,0.05,2023-02-10,13,16,Delivered,buyer533@client.com,0,7125.0,3,1,0,2023,2,1,Feb,2023-02
ORD-00534,P009,Industrial,SwiftVendors,Atlanta GA,82,300.0,0.0,2024-07-11,12,12,Pending,buyer534@client.com,0,24600.0,0,0,1,2024,7,3,Jul,2024-07
ORD-00535,P006,Home & Garden,Apex Supplies,Atlanta GA,76,150.0,0.15,2023-09-15,9,10,In Transit,buyer535@client.com,0,9690.0,1,1,0,2023,9,3,Sep,2023-09
ORD-00536,P006,Home & Garden,NextGen Parts,Dallas TX,63,150.0,0.05,2024-05-28,5,10,Delivered,buyer536@client.com,0,8977.5,5,1,0,2024,5,2,May,2024-05
ORD-00537,P009,Industrial,GlobalTrade Co.,Chicago IL,83,300.0,0.0,2023-07-11,5,8,In Transit,buyer537@client.com,0,24900.0,3,1,0,2023,7,3,Jul,2023-07
ORD-00538,P002,Electronics,PrimeSources,Los Angeles CA,85,250.0,0.0,2023-04-27,10,18,Pending,buyer538@client.com,0,21250.0,8,1,0,2023,4,2,Apr,2023-04
ORD-00539,P010,Industrial,PrimeSources,Dallas TX,21,500.0,0.15,2023-09-07,3,3,In Transit,buyer539@client.com,0,8925.0,0,0,1,2023,9,3,Sep,2023-09
ORD-00540,P003,Apparel,Apex Supplies,Atlanta GA,81,35.0,0.1,2023-05-31,3,3,Delivered,buyer540@client.com,0,2551.5,0,0,1,2023,5,2,May,2023-05
ORD-00541,P009,Industrial,NextGen Parts,Dallas TX,52,300.0,0.1,2024-11-08,7,6,Delivered,buyer541@client.com,0,14040.0,-1,0,1,2024,11,4,Nov,2024-11
ORD-00542,P008,Food & Bev,GlobalTrade Co.,New York NY,62,20.0,0.0,2024-09-07,5,15,In Transit,buyer542@client.com,0,1240.0,10,1,0,2024,9,3,Sep,2024-09
ORD-00543,P003,Apparel,NextGen Parts,Los Angeles CA,80,35.0,0.15,2023-06-21,14,22,Delivered,buyer543@client.com,0,2380.0,8,1,0,2023,6,2,Jun,2023-06
ORD-00544,P010,Industrial,GlobalTrade Co.,New York NY,76,500.0,0.0,2024-01-30,5,4,Delivered,buyer544@client.com,0,38000.0,-1,0,1,2024,1,1,Jan,2024-01
ORD-00545,P009,Industrial,GlobalTrade Co.,Atlanta GA,88,300.0,0.05,2023-04-09,5,10,In Transit,buyer545@client.com,0,25080.0,5,1,0,2023,4,2,Apr,2023-04
ORD-00546,P009,Industrial,Apex Supplies,New York NY,65,300.0,0.0,2024-11-06,5,12,In Transit,buyer546@client.com,0,19500.0,7,1,0,2024,11,4,Nov,2024-11
ORD-00547,P007,Food & Bev,SwiftVendors,Dallas TX,67,12.0,0.05,2024-12-15,11,15,Delivered,buyer547@client.com,0,763.8,4,1,0,2024,12,4,Dec,2024-12
ORD-00548,P008,Food & Bev,SwiftVendors,Atlanta GA,99,20.0,0.05,2024-12-14,12,11,Pending,buyer548@client.com,0,1881.0,-1,0,1,2024,12,4,Dec,2024-12
